HGNC ID	Approved symbol	Status	Previous symbols	Accession numbers	Gene group name	Gene group ID
HGNC:44626	ACTL11P	Approved	ACTBP13		Unitary pseudogenes	3418
HGNC:24758	ACTMAP	Approved	C19orf54	AK123126		
HGNC:163	ACTN1	Approved		M95178	Actinins	1112
HGNC:20131	ACTN1-DT	Approved	C14orf84, ACTN1-AS1	DB029126, AI147349	Divergent transcripts	1990
HGNC:164	ACTN2	Approved		BC047901	Actinins	1112
HGNC:165	ACTN3	Approved		M86407	Actinins	1112
HGNC:58248	ACTN3-AS1	Approved			Antisense RNAs	1987
HGNC:166	ACTN4	Approved	FSGS1	D89980	Actinins	1112
HGNC:58572	ACTN4-AS1	Approved			Antisense RNAs	1987
HGNC:44028	ACTN4P1	Approved				
HGNC:44032	ACTN4P2	Approved				
HGNC:51621	ACTP1	Approved				
HGNC:167	ACTR1A	Approved		X82206	Actin related proteins|Dynactin subunits	1436|943
HGNC:54703	ACTR1AP1	Approved				
HGNC:168	ACTR1B	Approved	CTRN2	X82207	Actin related proteins	1436
HGNC:169	ACTR2	Approved		AF006082	Actin related protein 2/3 complex subunits|Actin related proteins	39|1436
HGNC:56978	ACTR2P1	Approved				
HGNC:57006	ACTR2P2	Approved				
HGNC:170	ACTR3	Approved		AF006083	Actin related protein 2/3 complex subunits|Actin related proteins	39|1436
HGNC:53965	ACTR3-AS1	Approved			Antisense RNAs	1987
HGNC:17256	ACTR3B	Approved			Actin related proteins	1436
HGNC:37724	ACTR3BP1	Approved				
HGNC:38677	ACTR3BP2	Approved				
HGNC:38678	ACTR3BP3	Approved				
HGNC:38681	ACTR3BP4	Approved				
HGNC:38682	ACTR3BP5	Approved				
HGNC:38683	ACTR3BP6	Approved				
HGNC:54971	ACTR3BP7	Approved				
HGNC:37282	ACTR3C	Approved			Actin related proteins	1436
HGNC:31820	ACTR3P1	Approved				
HGNC:38676	ACTR3P2	Approved				
HGNC:38679	ACTR3P3	Approved				
HGNC:14671	ACTR5	Approved		AK022847	INO80 complex|Actin related proteins	595|1436
HGNC:24025	ACTR6	Approved		AF212251	Actin related proteins|SRCAP complex	1436|1329
HGNC:44210	ACTR6P1	Approved				
HGNC:14672	ACTR8	Approved			Actin related proteins|INO80 complex	1436|595
HGNC:17372	ACTR10	Approved		AF220190	Actin related proteins|Dynactin subunits	1436|943
HGNC:24027	ACTRT1	Approved		AF440739	Actin related proteins	1436
HGNC:55127	ACTRT1P1	Approved				
HGNC:24026	ACTRT2	Approved		AF440740, AB057364	Actin related proteins	1436
HGNC:24022	ACTRT3	Approved		AK055346	Actin related proteins	1436
HGNC:171	ACVR1	Approved	ACVRLK2		Type 1 receptor serine/threonine kinases	345
HGNC:172	ACVR1B	Approved	ACVRLK4		Type 1 receptor serine/threonine kinases	345
HGNC:18123	ACVR1C	Approved		BC022530	Type 1 receptor serine/threonine kinases	345
HGNC:173	ACVR2A	Approved	ACVR2		Type 2 receptor serine/threonine kinases	346
HGNC:174	ACVR2B	Approved		X77533	Type 2 receptor serine/threonine kinases	346
HGNC:44161	ACVR2B-AS1	Approved		AK025619	Antisense RNAs	1987
HGNC:175	ACVRL1	Approved	ACVRLK1, ORW2	L17075	Type 1 receptor serine/threonine kinases	345
HGNC:176	ACVRLK2	Symbol Withdrawn				
HGNC:177	ACY1	Approved		L07548	M20 metallopeptidases	1443
HGNC:178	ACY1L	Symbol Withdrawn	ACY1L			
HGNC:24104	ACY3	Approved		BC008689		
HGNC:179	ACYP1	Approved		X84194		
HGNC:180	ACYP2	Approved		X84195		
HGNC:181	AD1	Symbol Withdrawn				
HGNC:182	AD2	Symbol Withdrawn	AD2			
HGNC:183	AD3	Symbol Withdrawn				
HGNC:184	AD4	Symbol Withdrawn				
HGNC:185	AD5	Entry Withdrawn				
HGNC:186	ADA	Approved		X02994	Adenosine deaminase family	1302
HGNC:1839	ADA2	Approved	IDGFL, CECR1	AF190746	Adenosine deaminase family	1302
HGNC:30713	ADAD1	Approved		AK057303	Adenosine deaminases acting on RNA	1303
HGNC:58882	ADAD1-AS1	Approved			Antisense RNAs	1987
HGNC:44550	ADAD1P1	Approved				
HGNC:44552	ADAD1P2	Approved				
HGNC:30714	ADAD2	Approved		AF447586	Adenosine deaminases acting on RNA	1303
HGNC:58422	ADAD2-AS1	Approved			Antisense RNAs	1987
HGNC:187	ADAM1A	Approved	ADAM1	Y09232	ADAM metallopeptidase domain containing|Unitary pseudogenes	47|3418
HGNC:44366	ADAM1B	Approved			Unitary pseudogenes|ADAM metallopeptidase domain containing	3418|47
HGNC:198	ADAM2	Approved	FTNB	U52370	ADAM metallopeptidase domain containing	47
HGNC:209	ADAM3A	Approved	CYRN1	X89657	ADAM metallopeptidase domain containing|Unitary pseudogenes	47|3418
HGNC:210	ADAM3B	Approved	CYRN2	Y10615	ADAM metallopeptidase domain containing	47
HGNC:212	ADAM5	Approved	ADAM5P	BC047448	ADAM metallopeptidase domain containing|Unitary pseudogenes	47|3418
HGNC:213	ADAM6	Approved	C14orf96	AI024595	Unitary pseudogenes|ADAM metallopeptidase domain containing	3418|47
HGNC:214	ADAM7	Approved		AF090327	ADAM metallopeptidase domain containing	47
HGNC:56152	ADAM7-AS1	Approved			Antisense RNAs	1987
HGNC:56153	ADAM7-AS2	Approved			Antisense RNAs	1987
HGNC:215	ADAM8	Approved		D26579	ADAM metallopeptidase domain containing|CD molecules	47|471
HGNC:216	ADAM9	Approved	CORD9	U41766	ADAM metallopeptidase domain containing	47
HGNC:188	ADAM10	Approved		AF009615	ADAM metallopeptidase domain containing|CD molecules	47|471
HGNC:189	ADAM11	Approved	MDC	D17390	ADAM metallopeptidase domain containing	47
HGNC:190	ADAM12	Approved		AF023476	ADAM metallopeptidase domain containing	47
HGNC:43841	ADAM12-OT1	Entry Withdrawn				
HGNC:193	ADAM15	Approved		U46005	ADAM metallopeptidase domain containing	47
HGNC:195	ADAM17	Approved	TACE	U69611	ADAM metallopeptidase domain containing|CD molecules	47|471
HGNC:196	ADAM18	Approved		AJ133004	ADAM metallopeptidase domain containing	47
HGNC:197	ADAM19	Approved		AF311317	ADAM metallopeptidase domain containing	47
HGNC:199	ADAM20	Approved		AF029899	ADAM metallopeptidase domain containing	47
HGNC:20102	ADAM20P1	Approved	C14orf55	BC047939		
HGNC:43901	ADAM20P2	Approved				
HGNC:43902	ADAM20P3	Approved				
HGNC:200	ADAM21	Approved		AF029900	ADAM metallopeptidase domain containing	47
HGNC:19822	ADAM21P1	Approved	ADAM21P			
HGNC:201	ADAM22	Approved		AB009671	ADAM metallopeptidase domain containing	47
HGNC:202	ADAM23	Approved		AB009672	ADAM metallopeptidase domain containing	47
HGNC:203	ADAM24P	Approved			ADAM metallopeptidase domain containing|Unitary pseudogenes	47|3418
HGNC:206	ADAM28	Approved		AJ242015	ADAM metallopeptidase domain containing	47
HGNC:207	ADAM29	Approved		AF171929	ADAM metallopeptidase domain containing	47
HGNC:208	ADAM30	Approved		AF171932	ADAM metallopeptidase domain containing	47
HGNC:15479	ADAM32	Approved		BC026085	ADAM metallopeptidase domain containing	47
HGNC:15478	ADAM33	Approved	C20orf153	AL117415, AB055891	ADAM metallopeptidase domain containing	47
HGNC:16299	ADAMDEC1	Approved		Y13323		
HGNC:217	ADAMTS1	Approved		AF060152	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:218	ADAMTS2	Approved		AJ003125	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:219	ADAMTS3	Approved		AB002364	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:40063	ADAMTS3-AS1	Approved			Antisense RNAs	1987
HGNC:58811	ADAMTS3-AS2	Approved			Antisense RNAs	1987
HGNC:58812	ADAMTS3-AS3	Approved			Antisense RNAs	1987
HGNC:220	ADAMTS4	Approved		AB014588	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:221	ADAMTS5	Approved		AF142099	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:222	ADAMTS6	Approved		AF140674	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:59062	ADAMTS6-DT	Approved			Divergent transcripts	1990
HGNC:223	ADAMTS7	Approved		AF140675	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:49407	ADAMTS7P1	Approved	ADAMTS7P2			
HGNC:49408	ADAMTS7P2	Symbol Withdrawn				
HGNC:49409	ADAMTS7P3	Approved				
HGNC:49410	ADAMTS7P4	Approved				
HGNC:56992	ADAMTS7P5	Approved				
HGNC:224	ADAMTS8	Approved		AF060153	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:13202	ADAMTS9	Approved		AF261918	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:40625	ADAMTS9-AS1	Approved			Antisense RNAs	1987
HGNC:42435	ADAMTS9-AS2	Approved			Antisense RNAs	1987
HGNC:13201	ADAMTS10	Approved		AF163762	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:58599	ADAMTS10-AS1	Approved			Antisense RNAs	1987
HGNC:14605	ADAMTS12	Approved		AJ250725	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:1366	ADAMTS13	Approved	C9orf8	AJ011374	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:14899	ADAMTS14	Approved		AF358666	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:16305	ADAMTS15	Approved		AJ315733	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:17108	ADAMTS16	Approved		AJ315734	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:58093	ADAMTS16-AS1	Approved			Antisense RNAs	1987
HGNC:55548	ADAMTS16-DT	Approved			Divergent transcripts	1990
HGNC:17109	ADAMTS17	Approved		AJ315735	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:58617	ADAMTS17-AS1	Approved			Antisense RNAs	1987
HGNC:17110	ADAMTS18	Approved	ADAMTS21	AJ311903	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:17111	ADAMTS19	Approved		AJ311904	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:40797	ADAMTS19-AS1	Approved		DA728271	Antisense RNAs	1987
HGNC:17178	ADAMTS20	Approved		AF488804	ADAM metallopeptidases with thrombospondin type 1 motif	50
HGNC:16662	ADAMTS21	Symbol Withdrawn				
HGNC:14632	ADAMTSL1	Approved	C9orf94	AF176313	ADAMTS like|MicroRNA protein coding host genes|I-set domain containing	947|1691|593
HGNC:14631	ADAMTSL2	Approved		AB011177	ADAMTS like	947
HGNC:14633	ADAMTSL3	Approved		AF237652	I-set domain containing|Immunoglobulin like domain containing|ADAMTS like	593|594|947
HGNC:19706	ADAMTSL4	Approved	TSRC1	BC027478	ADAMTS like|MicroRNA protein coding host genes	947|1691
HGNC:32041	ADAMTSL4-AS1	Approved	C1orf138	AK127688	Antisense RNAs	1987
HGNC:40895	ADAMTSL4-AS2	Approved			Antisense RNAs	1987
HGNC:27912	ADAMTSL5	Approved	THSD6	BC040620	ADAMTS like	947
HGNC:16486	ADAP1	Approved	CENTA1	AJ006422	ArfGAPs|Pleckstrin homology domain containing	395|682
HGNC:16487	ADAP2	Approved	CENTA2	AJ238994	Pleckstrin homology domain containing|ArfGAPs	682|395
HGNC:225	ADAR	Approved	IFI4, G1P1	BC038227	Adenosine deaminases acting on RNA	1303
HGNC:226	ADARB1	Approved		U76420	Adenosine deaminases acting on RNA	1303
HGNC:227	ADARB2	Approved		AF034837	Adenosine deaminases acting on RNA	1303
HGNC:23299	ADARB2-AS1	Approved	C10orf109, NCRNA00168		Antisense RNAs	1987
HGNC:228	ADAT1	Approved		AF125188	Adenosine deaminases acting on RNA	1303
HGNC:21172	ADAT2	Approved	DEADC1	BC037955	Adenosine deaminases acting on RNA	1303
HGNC:25151	ADAT3	Approved		BC011824	Adenosine deaminases acting on RNA	1303
HGNC:19038	ADCK1	Approved		AK096919	ADCK family	3628
HGNC:19039	ADCK2	Approved		AF131745	ADCK family	3628
HGNC:21738	ADCK5	Approved		BC032402	ADCK family	3628
HGNC:229	ADCP1	Approved				
HGNC:230	ADCP2	Symbol Withdrawn				
HGNC:231	ADCR	Symbol Withdrawn				
HGNC:232	ADCY1	Approved	DFNB44	L05500	Adenylate cyclases	53
HGNC:233	ADCY2	Approved		AB028983	Adenylate cyclases	53
HGNC:40064	ADCY2-AS1	Approved			Antisense RNAs	1987
HGNC:58999	ADCY2-AS2	Approved			Antisense RNAs	1987
HGNC:234	ADCY3	Approved		AF033861	Adenylate cyclases	53
HGNC:235	ADCY4	Approved		AF497516	Adenylate cyclases	53
HGNC:236	ADCY5	Approved		U65473	Adenylate cyclases	53
HGNC:237	ADCY6	Approved			Adenylate cyclases|MicroRNA protein coding host genes	53|1691
HGNC:53332	ADCY6-DT	Approved			Divergent transcripts	1990
HGNC:238	ADCY7	Approved		D25538	MicroRNA protein coding host genes|Adenylate cyclases	1691|53
HGNC:239	ADCY8	Approved	ADCY3	Z35309	Adenylate cyclases	53
HGNC:240	ADCY9	Approved		AF036927	Adenylate cyclases	53
HGNC:21285	ADCY10	Approved		AF271058	Adenylate cyclases	53
HGNC:44143	ADCY10P1	Approved				
HGNC:241	ADCYAP1	Approved		S83513	Neuropeptides	1902
HGNC:242	ADCYAP1R1	Approved			Vasoactive intestinal peptide family receptors 	264
HGNC:243	ADD1	Approved		L07261	Adducin family	2050
HGNC:58714	ADD1-DT	Approved			Divergent transcripts	1990
HGNC:244	ADD2	Approved		X58199	Adducin family	2050
HGNC:40065	ADD2-AS1	Approved			Antisense RNAs	1987
HGNC:245	ADD3	Approved	ADDL	U37122	Adducin family	2050
HGNC:48682	ADD3-AS1	Approved			Antisense RNAs	1987
HGNC:246	ADDL	Symbol Withdrawn				
HGNC:247	ADFN	Entry Withdrawn				
HGNC:21212	ADGB	Approved	C6orf103	AK026774	Calpains	975
HGNC:55654	ADGB-DT	Approved			Divergent transcripts	1990
HGNC:13838	ADGRA1	Approved	GPR123	AB058731	Adhesion G protein-coupled receptors, subfamily A	911
HGNC:49543	ADGRA1-AS1	Approved	GPR123-AS1		Antisense RNAs	1987
HGNC:17849	ADGRA2	Approved	GPR124	AB040964	Adhesion G protein-coupled receptors, subfamily A|Immunoglobulin like domain containing	911|594
HGNC:13839	ADGRA3	Approved	GPR125	AK095866	Adhesion G protein-coupled receptors, subfamily A|I-set domain containing	911|593
HGNC:55918	ADGRA3P1	Approved				
HGNC:943	ADGRB1	Approved	BAI1	AB005297	Adhesion G protein-coupled receptors, subfamily B	912
HGNC:944	ADGRB2	Approved	BAI2	AB005298	Adhesion G protein-coupled receptors, subfamily B|MicroRNA protein coding host genes	912|1691
HGNC:945	ADGRB3	Approved	BAI3	AB005299	Adhesion G protein-coupled receptors, subfamily B	912
HGNC:55774	ADGRB3-DT	Approved			Divergent transcripts	1990
HGNC:19893	ADGRD1	Approved	GPR133	AY278561	Adhesion G protein-coupled receptors, subfamily D	914
HGNC:53314	ADGRD1-AS1	Approved			Antisense RNAs	1987
HGNC:58275	ADGRD1-AS2	Approved			Antisense RNAs	1987
HGNC:18651	ADGRD2	Approved	GPR144	AY278562	Adhesion G protein-coupled receptors, subfamily D	914
HGNC:3336	ADGRE1	Approved	TM7LN3, EMR1	X81479	Adhesion G protein-coupled receptors, subfamily E	915
HGNC:3337	ADGRE2	Approved	EMR2	AF114491	Adhesion G protein-coupled receptors, subfamily E|CD molecules	915|471
HGNC:23647	ADGRE3	Approved	EMR3	AF239764	Adhesion G protein-coupled receptors, subfamily E	915
HGNC:19240	ADGRE4P	Approved	GPR127, EMR4, EMR4P	AY181245	Adhesion G protein-coupled receptors, subfamily E|Unitary pseudogenes	915|3418
HGNC:1711	ADGRE5	Approved	CD97		CD molecules|Adhesion G protein-coupled receptors, subfamily E	471|915
HGNC:18990	ADGRF1	Approved	GPR110	AB083618	Adhesion G protein-coupled receptors, subfamily F	916
HGNC:18991	ADGRF2P	Approved	GPR111, ADGRF2	AB065684	Adhesion G protein-coupled receptors, subfamily F|Unitary pseudogenes	916|3418
HGNC:18989	ADGRF3	Approved	GPR113	AB083619	Adhesion G protein-coupled receptors, subfamily F	916
HGNC:19011	ADGRF4	Approved	GPR115	AK095395	Adhesion G protein-coupled receptors, subfamily F	916
HGNC:19030	ADGRF5	Approved	GPR116	AB018301	I-set domain containing|Immunoglobulin like domain containing|Adhesion G protein-coupled receptors, subfamily F	593|594|916
HGNC:40864	ADGRF5-AS1	Approved			Antisense RNAs	1987
HGNC:32922	ADGRF5P1	Approved	GPR116P1			
HGNC:32921	ADGRF5P2	Approved	GPR116P2			
HGNC:4512	ADGRG1	Approved	GPR56	AJ011001	Adhesion G protein-coupled receptors, subfamily G	917
HGNC:4516	ADGRG2	Approved	GPR64	X81892	Adhesion G protein-coupled receptors, subfamily G	917
HGNC:13728	ADGRG3	Approved	GPR97	AY140959	Adhesion G protein-coupled receptors, subfamily G	917
HGNC:18992	ADGRG4	Approved	GPR112	AY140954	Adhesion G protein-coupled receptors, subfamily G	917
HGNC:19010	ADGRG5	Approved	GPR114	AY140956	Adhesion G protein-coupled receptors, subfamily G	917
HGNC:13841	ADGRG6	Approved	GPR126	AK027843	Adhesion G protein-coupled receptors, subfamily G	917
HGNC:19241	ADGRG7	Approved	GPR128	AK027360	Adhesion G protein-coupled receptors, subfamily G	917
HGNC:20973	ADGRL1	Approved	LPHN1	AB020628	Adhesion G protein-coupled receptors, subfamily L|Olfactomedin domain containing 	918|2314
HGNC:55309	ADGRL1-AS1	Approved			Antisense RNAs	1987
HGNC:18582	ADGRL2	Approved	LPHH1, LPHN2	AJ131581	Adhesion G protein-coupled receptors, subfamily L|Olfactomedin domain containing 	918|2314
HGNC:20974	ADGRL3	Approved	LPHN3	AB018311	Olfactomedin domain containing |Adhesion G protein-coupled receptors, subfamily L	2314|918
HGNC:50604	ADGRL3-AS1	Approved	LPHN3-AS1		Antisense RNAs	1987
HGNC:58798	ADGRL3-AS2	Approved			Antisense RNAs	1987
HGNC:58799	ADGRL3-AS3	Approved			Antisense RNAs	1987
HGNC:20822	ADGRL4	Approved	ELTD1	AF192403	Adhesion G protein-coupled receptors, subfamily L	918
HGNC:17416	ADGRV1	Approved	USH2C, MASS1, GPR98	AB014586	USH2 complex|Adhesion G protein-coupled receptors, subfamily V	1244|919
HGNC:59094	ADGRV1-AS1	Approved			Antisense RNAs	1987
HGNC:249	ADH1A	Approved	ADH1	M12963	Alcohol dehydrogenases	397
HGNC:250	ADH1B	Approved	ADH2	AF153821	Alcohol dehydrogenases	397
HGNC:251	ADH1C	Approved	ADH3	M12272	Alcohol dehydrogenases	397
HGNC:252	ADH4	Approved		M15943	Alcohol dehydrogenases	397
HGNC:253	ADH5	Approved	FDH	M29872	Alcohol dehydrogenases	397
HGNC:254	ADH5P1	Entry Withdrawn				
HGNC:22976	ADH5P2	Approved				
HGNC:22991	ADH5P3	Approved				
HGNC:21377	ADH5P4	Approved	ADH5B	AL391500		
HGNC:54523	ADH5P5	Approved				
HGNC:255	ADH6	Approved		AK092768	Alcohol dehydrogenases	397
HGNC:256	ADH7	Approved		X76342	Alcohol dehydrogenases	397
HGNC:16354	ADHFE1	Approved		AK056992	Alcohol dehydrogenases	397
HGNC:30576	ADI1	Approved				
HGNC:52339	ADI1P1	Approved				
HGNC:52340	ADI1P2	Approved				
HGNC:52341	ADI1P3	Approved				
HGNC:28606	ADIG	Approved		BC029594		
HGNC:56273	ADIPINT	Approved			Long non-coding RNAs with non-systematic symbols	1992
HGNC:13633	ADIPOQ	Approved	ACDC	D45371	C1q and TNF related	1372
HGNC:40648	ADIPOQ-AS1	Approved			Antisense RNAs	1987
HGNC:24040	ADIPOR1	Approved			Adiponectin receptors|Progestin and adipoQ receptor family	293|930
HGNC:44910	ADIPOR1P1	Approved				
HGNC:44911	ADIPOR1P2	Approved				
HGNC:24041	ADIPOR2	Approved		AY424280	Progestin and adipoQ receptor family|Adiponectin receptors	930|293
HGNC:16477	ADIR	Symbol Withdrawn				
HGNC:24043	ADIRF	Approved	C10orf116	BC004471		
HGNC:45127	ADIRF-AS1	Approved		AK128041	Antisense RNAs	1987
HGNC:15873	ADISSP	Approved	C20orf27	AK000557		
HGNC:58498	ADISSPP1	Approved				
HGNC:58499	ADISSPP2	Approved				
HGNC:257	ADK	Approved		U50196		
HGNC:58381	ADK-AS1	Approved			Antisense RNAs	1987
HGNC:258	ADL	Symbol Withdrawn				
HGNC:259	ADM	Approved		D14874	Neuropeptides	1902
HGNC:55516	ADM-DT	Approved			Divergent transcripts	1990
HGNC:28898	ADM2	Approved		AF529213	Neuropeptides	1902
HGNC:27293	ADM5	Approved	C19orf76	BC032764		
HGNC:260	ADMLX	Symbol Withdrawn				
HGNC:261	ADMLY	Symbol Withdrawn				
HGNC:15766	ADNP	Approved		AF250860	ZF class homeoboxes and pseudogenes|Zinc fingers C2H2-type	529|28
HGNC:51227	ADNP-AS1	Approved			Antisense RNAs	1987
HGNC:23803	ADNP2	Approved	ZNF508	AB020670	ZF class homeoboxes and pseudogenes|Zinc fingers C2H2-type	529|28
HGNC:23506	ADO	Approved	C10orf22	BC028589		
HGNC:262	ADORA1	Approved		BC026340	Adenosine receptors	211
HGNC:40067	ADORA1-AS1	Approved			Antisense RNAs	1987
HGNC:40066	ADORA1-AS2	Approved			Antisense RNAs	1987
HGNC:263	ADORA2A	Approved	ADORA2	X68486	Adenosine receptors	211
HGNC:37122	ADORA2A-AS1	Approved	C22orf45	AK091970	Antisense RNAs	1987
HGNC:264	ADORA2B	Approved		M97759	Adenosine receptors	211
HGNC:265	ADORA2BP1	Approved	ADORA2BP			
HGNC:266	ADORA2L1	Entry Withdrawn	ADORA2L			
HGNC:267	ADORA2L2	Entry Withdrawn				
HGNC:268	ADORA3	Approved		BC029831	Adenosine receptors|V-set domain containing	211|590
HGNC:25250	ADPGK	Approved		AL136873		
HGNC:44144	ADPGK-AS1	Approved		AK127877	Antisense RNAs	1987
HGNC:269	ADPRH	Approved		L13291		
HGNC:58775	ADPRH-AS1	Approved			Antisense RNAs	1987
HGNC:21303	ADPRHL1	Approved		AJ313429		
HGNC:30925	ADPRM	Approved	C17orf48	BC070155	Sugar phosphatases	1073
HGNC:21304	ADPRS	Approved	ADPRHL2	AJ427295		
HGNC:277	ADRA1A	Approved	ADRA1C	L31774	Adrenoceptors	169
HGNC:278	ADRA1B	Approved		L31773	Adrenoceptors	169
HGNC:279	ADRA1C	Symbol Withdrawn				
HGNC:280	ADRA1D	Approved		U03864	Adrenoceptors	169
HGNC:281	ADRA2A	Approved	ADRA2, ADRA2R	AF284095	Adrenoceptors	169
HGNC:282	ADRA2B	Approved	ADRA2L1, ADRA2RL1	M34041	Adrenoceptors	169
HGNC:283	ADRA2C	Approved	ADRA2L2, ADRA2RL2	AY455666	Adrenoceptors	169
HGNC:284	ADRA2L1	Symbol Withdrawn				
HGNC:285	ADRB1	Approved	ADRB1R	J03019	Adrenoceptors	169
HGNC:286	ADRB2	Approved	ADRB2R	AF022953	Adrenoceptors	169
HGNC:287	ADRB2RL1	Symbol Withdrawn				
HGNC:288	ADRB3	Approved		AY487247	Adrenoceptors	169
HGNC:15759	ADRM1	Approved		D64154	Proteasome	690
HGNC:291	ADSL	Approved		X65867	Purinosome	1569
HGNC:20093	ADSS1	Approved	ADSSL1	AK095921		
HGNC:292	ADSS2	Approved	ADSS	BC012356		
HGNC:293	ADT	Entry Withdrawn				
HGNC:294	ADTAA	Symbol Withdrawn				
HGNC:295	ADTAB	Symbol Withdrawn				
HGNC:296	ADTB1	Symbol Withdrawn				
HGNC:299	ADTB2	Symbol Withdrawn				
HGNC:300	ADTG	Symbol Withdrawn				
HGNC:21214	ADTRP	Approved	C6orf105	AJ420520		
HGNC:301	AE1	Symbol Withdrawn				
HGNC:302	AE2	Symbol Withdrawn				
HGNC:303	AEBP1	Approved		D86479	M14 carboxypeptidases|MicroRNA protein coding host genes	1321|1691
HGNC:24051	AEBP2	Approved			Zinc fingers C2H2-type	28
HGNC:305	AEMK	Symbol Withdrawn				
HGNC:25722	AEN	Approved	ISG20L1	BC020988	Exonucleases|MicroRNA protein coding host genes	544|1691
HGNC:306	AEPLC	Symbol Withdrawn				
HGNC:308	AEZ	Symbol Withdrawn				
HGNC:309	AF8T	Entry Withdrawn				
HGNC:310	AFA	Entry Withdrawn				
HGNC:24017	AFAP1	Approved		AB209676	Pleckstrin homology domain containing	682
HGNC:28141	AFAP1-AS1	Approved	AFAP1AS, AFAP1-AS	BC004397	Antisense RNAs	1987
HGNC:58726	AFAP1-AS2	Approved			Antisense RNAs	1987
HGNC:26714	AFAP1L1	Approved		AK094067	Pleckstrin homology domain containing	682
HGNC:25901	AFAP1L2	Approved	KIAA1914	BC024314	Pleckstrin homology domain containing	682
HGNC:311	AFCP	Symbol Withdrawn				
HGNC:312	AFD1	Entry Withdrawn				
HGNC:7137	AFDN	Approved	MLLT4	AB011399	PDZ domain containing	1220
HGNC:21236	AFDN-DT	Approved	AFDN-AS1, C6orf124, LINC01558, MLLT4-AS1		Divergent transcripts	1990
HGNC:7135	AFF1	Approved	PBM1, MLLT2	L22179	Super elongation complex|AF4/FMR2 family	1280|1145
HGNC:53447	AFF1-AS1	Approved			Antisense RNAs	1987
HGNC:3776	AFF2	Approved	FMR2	U48436	Super elongation complex|AF4/FMR2 family	1280|1145
HGNC:41334	AFF2-IT1	Approved			Intronic transcripts	1989
HGNC:6473	AFF3	Approved	LAF4	U34360	AF4/FMR2 family|Super elongation complex	1145|1280
